Light Intensity (% of scale max) Alessio_0.16_0.5_lampadina	Position (m) Alessio_0.16_0.5_lampadina
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0775000000
0.1000000000	-0.0778000000
0.0000000000	-0.0782000000
0.0000000000	-0.0783000000
0.0000000000	-0.0790000000
0.0000000000	-0.0792000000
0.1000000000	-0.0794000000
0.1000000000	-0.0797000000
0.1000000000	-0.0799000000
0.1000000000	-0.0803000000
0.1000000000	-0.0804000000
0.1000000000	-0.0804000000
0.1000000000	-0.0807000000
0.1000000000	-0.0811000000
0.1000000000	-0.0811000000
0.1000000000	-0.0813000000
0.1000000000	-0.0815000000
0.1000000000	-0.0817000000
0.1000000000	-0.0818000000
0.0000000000	-0.0823000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.0000000000	-0.0825000000
0.1000000000	-0.0828000000
0.1000000000	-0.0830000000
0.1000000000	-0.0831000000
0.1000000000	-0.0833000000
0.1000000000	-0.0834000000
0.1000000000	-0.0837000000
0.2000000000	-0.0840000000
0.2000000000	-0.0843000000
0.2000000000	-0.0849000000
0.2000000000	-0.0850000000
0.2000000000	-0.0852000000
0.1000000000	-0.0857000000
0.0000000000	-0.0860000000
0.0000000000	-0.0862000000
0.0000000000	-0.0865000000
0.1000000000	-0.0866000000
0.1000000000	-0.0867000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0868000000
0.1000000000	-0.0870000000
0.2000000000	-0.0872000000
0.3000000000	-0.0874000000
0.3000000000	-0.0875000000
0.3000000000	-0.0877000000
0.4000000000	-0.0880000000
0.4000000000	-0.0881000000
0.4000000000	-0.0882000000
0.4000000000	-0.0884000000
0.4000000000	-0.0884000000
0.4000000000	-0.0886000000
0.3000000000	-0.0890000000
0.2000000000	-0.0895000000
0.1000000000	-0.0896000000
0.1000000000	-0.0897000000
0.0000000000	-0.0900000000
0.0000000000	-0.0901000000
0.1000000000	-0.0903000000
0.2000000000	-0.0906000000
0.2000000000	-0.0907000000
0.5000000000	-0.0910000000
